frequency(Hz) ASD(Hz^-0.5)
7.275000000000000000e+01 1.315103015005999900e-23
7.287500000000000000e+01 1.312835461561940378e-23
7.300000000000000000e+01 1.299201968173283289e-23
7.312500000000000000e+01 1.292458838950556852e-23
7.325000000000000000e+01 1.281785129111097026e-23
7.337500000000000000e+01 1.270225926682912469e-23
7.350000000000000000e+01 1.292159603389019343e-23
7.362500000000000000e+01 1.535258309342474043e-23
7.375000000000000000e+01 2.256556302288918510e-23
7.387500000000000000e+01 2.820457313073481968e-23
7.400000000000000000e+01 2.550448710904612915e-23
7.412500000000000000e+01 1.761375809047960096e-23
7.425000000000000000e+01 1.303157880626746564e-23
7.437500000000000000e+01 1.212363931677206640e-23
7.450000000000000000e+01 1.201212894711407533e-23
7.462500000000000000e+01 1.194212035317626489e-23
7.475000000000000000e+01 1.182242166361662320e-23
7.487500000000000000e+01 1.180496344570008692e-23
7.500000000000000000e+01 1.182711611505588673e-23
7.512500000000000000e+01 1.175909410261790923e-23
7.525000000000000000e+01 1.171374386473371566e-23
7.537500000000000000e+01 1.171321426956123682e-23
7.550000000000000000e+01 1.174761875609988275e-23
7.562500000000000000e+01 1.182084399305290506e-23
7.575000000000000000e+01 1.188444859388903853e-23
7.587500000000000000e+01 1.193756935528881100e-23
7.600000000000000000e+01 1.197103611808057192e-23
7.612500000000000000e+01 1.190122354882416967e-23
7.625000000000000000e+01 1.192739715562012164e-23
7.637500000000000000e+01 1.200951171910935646e-23
7.650000000000000000e+01 1.212620926043426234e-23
7.662500000000000000e+01 1.210464820688269776e-23
7.675000000000000000e+01 1.220978505569384195e-23
7.687500000000000000e+01 1.215790012556960457e-23
7.700000000000000000e+01 1.210608813007677806e-23
7.712500000000000000e+01 1.211500379888912174e-23
7.725000000000000000e+01 1.213238821610054733e-23
7.737500000000000000e+01 1.211681481786504382e-23
7.750000000000000000e+01 1.207834073230256500e-23
7.762500000000000000e+01 1.204307619527718463e-23
7.775000000000000000e+01 1.199976937801106575e-23
7.787500000000000000e+01 1.195719461764720292e-23
7.800000000000000000e+01 1.190070456920573551e-23
7.812500000000000000e+01 1.187252486534632298e-23
7.825000000000000000e+01 1.179893135412776808e-23
7.837500000000000000e+01 1.166694196599289513e-23
7.850000000000000000e+01 1.158368703925356819e-23
7.862500000000000000e+01 1.149928146383778347e-23
7.875000000000000000e+01 1.146409531445799538e-23
7.887500000000000000e+01 1.144776936311300032e-23
7.900000000000000000e+01 1.144109947814964184e-23
7.912500000000000000e+01 1.141731893883046481e-23
7.925000000000000000e+01 1.138717017742783061e-23
7.937500000000000000e+01 1.131834153930959483e-23
7.950000000000000000e+01 1.132219950920683907e-23
7.962500000000000000e+01 1.143672728064191240e-23
7.975000000000000000e+01 1.142388299246637644e-23
7.987500000000000000e+01 1.132737731738807041e-23
8.000000000000000000e+01 1.119285348446723422e-23
8.012500000000000000e+01 1.120855805742270161e-23
8.025000000000000000e+01 1.117356400967807756e-23
8.037500000000000000e+01 1.126598113946711432e-23
8.050000000000000000e+01 1.128764922781677633e-23
8.062500000000000000e+01 1.136775325908790049e-23
8.075000000000000000e+01 1.147630414771827492e-23
8.087500000000000000e+01 1.165874726280261672e-23
8.100000000000000000e+01 1.175035603409154963e-23
8.112500000000000000e+01 1.190522147317904693e-23
8.125000000000000000e+01 1.200178421505135175e-23
8.137500000000000000e+01 1.219011546228787182e-23
8.150000000000000000e+01 1.236451896029513445e-23
8.162500000000000000e+01 1.248023972819731188e-23
8.175000000000000000e+01 1.265011496165055484e-23
8.187500000000000000e+01 1.278214338955180683e-23
8.200000000000000000e+01 1.287886012592493066e-23
8.212500000000000000e+01 1.299585706618252843e-23
8.225000000000000000e+01 1.308965530270522880e-23
8.237500000000000000e+01 1.325100929483826929e-23
8.250000000000000000e+01 1.333618757936071216e-23
8.262500000000000000e+01 1.340118721200218539e-23
8.275000000000000000e+01 1.348967978398970291e-23
8.287500000000000000e+01 1.343422791042843163e-23
8.300000000000000000e+01 1.339711683350561224e-23
8.312500000000000000e+01 1.337797383988970891e-23
8.325000000000000000e+01 1.336437636165838158e-23
8.337500000000000000e+01 1.333783029851688247e-23
8.350000000000000000e+01 1.322738533194572909e-23
8.362500000000000000e+01 1.313597489833887090e-23
8.375000000000000000e+01 1.306937061613803375e-23
8.387500000000000000e+01 1.295625653037521350e-23
8.400000000000000000e+01 1.288398969351385616e-23
8.412500000000000000e+01 1.280773616862863276e-23
8.425000000000000000e+01 1.268752675551872002e-23
8.437500000000000000e+01 1.251399247143791460e-23
8.450000000000000000e+01 1.241238341892287973e-23
8.462500000000000000e+01 1.221645228813327694e-23
8.475000000000000000e+01 1.204774033898816997e-23
8.487500000000000000e+01 1.182802577190955619e-23
8.500000000000000000e+01 1.163443481470705854e-23
8.512500000000000000e+01 1.152647716362532824e-23
8.525000000000000000e+01 1.146035606855420416e-23
8.537500000000000000e+01 1.139623047855583711e-23
8.550000000000000000e+01 1.131908976606586150e-23
8.562500000000000000e+01 1.126881668416445147e-23
8.575000000000000000e+01 1.125364613743187156e-23
8.587500000000000000e+01 1.124298802251867905e-23
8.600000000000000000e+01 1.131160845636124056e-23
8.612500000000000000e+01 1.143262931898810743e-23
8.625000000000000000e+01 1.160402877879009624e-23
8.637500000000000000e+01 1.193311735344462205e-23
8.650000000000000000e+01 1.240007852415347828e-23
8.662500000000000000e+01 1.297672721622518129e-23
8.675000000000000000e+01 1.363807957653006312e-23
8.687500000000000000e+01 1.434580739972317630e-23
8.700000000000000000e+01 1.480711350288262555e-23
8.712500000000000000e+01 1.491647047483370502e-23
8.725000000000000000e+01 1.458547076864769702e-23
8.737500000000000000e+01 1.401282742472912112e-23
8.750000000000000000e+01 1.335601795944468466e-23
8.762500000000000000e+01 1.269211858623862340e-23
8.775000000000000000e+01 1.216218518990571894e-23
8.787500000000000000e+01 1.175319457563761046e-23
8.800000000000000000e+01 1.145045092513435539e-23
8.812500000000000000e+01 1.123918922937608186e-23
8.825000000000000000e+01 1.109316115492128003e-23
8.837500000000000000e+01 1.101575545303530539e-23
8.850000000000000000e+01 1.083233464332827749e-23
8.862500000000000000e+01 1.063390649979942977e-23
8.875000000000000000e+01 1.049304475069424988e-23
8.887500000000000000e+01 1.033127024654369205e-23
8.900000000000000000e+01 1.022873588597981063e-23
8.912500000000000000e+01 1.026731169164221030e-23
8.925000000000000000e+01 1.064690735141427371e-23
8.937500000000000000e+01 1.079868454738987575e-23
8.950000000000000000e+01 1.071411679634800335e-23
8.962500000000000000e+01 1.062679882223995475e-23
8.975000000000000000e+01 1.067023543475655384e-23
8.987500000000000000e+01 1.031791652106853169e-23
9.000000000000000000e+01 9.795674817106150853e-24
9.012500000000000000e+01 9.502365884283663595e-24
9.025000000000000000e+01 9.424866545294844592e-24
9.037500000000000000e+01 9.393364895537166820e-24
9.050000000000000000e+01 9.367335852476819540e-24
9.062500000000000000e+01 9.428441592476503725e-24
9.075000000000000000e+01 9.491867092974337389e-24
9.087500000000000000e+01 9.471764161153343653e-24
9.100000000000000000e+01 9.459645766386787622e-24
9.112500000000000000e+01 9.459156966503220204e-24
9.125000000000000000e+01 9.479801057094526551e-24
9.137500000000000000e+01 9.541204760137724999e-24
9.150000000000000000e+01 9.583990778993256025e-24
9.162500000000000000e+01 9.639491942138917955e-24
9.175000000000000000e+01 9.705006641648352696e-24
9.187500000000000000e+01 9.708960920759655080e-24
9.200000000000000000e+01 9.710701201631091152e-24
9.212500000000000000e+01 9.716632762041874818e-24
9.225000000000000000e+01 9.729407896654359813e-24
9.237500000000000000e+01 9.724019176252946711e-24
9.250000000000000000e+01 9.726746795724991378e-24
9.262500000000000000e+01 9.701881843642711248e-24
9.275000000000000000e+01 9.685280120399021816e-24
9.287500000000000000e+01 9.647859005503119582e-24
9.300000000000000000e+01 9.579821098687256915e-24
9.312500000000000000e+01 9.557279047409256932e-24
9.325000000000000000e+01 9.494126870162322453e-24
9.337500000000000000e+01 9.508082152224592303e-24
9.350000000000000000e+01 9.498016927671978996e-24
9.362500000000000000e+01 9.488114208399452235e-24
9.375000000000000000e+01 9.399659743793561135e-24
9.387500000000000000e+01 9.393793401367279017e-24
9.400000000000000000e+01 9.333774735816062935e-24
9.412500000000000000e+01 9.342043118618304084e-24
9.425000000000000000e+01 9.286629979870396092e-24
9.437500000000000000e+01 9.233944224444244620e-24
9.450000000000000000e+01 9.186465242487578140e-24
9.462500000000000000e+01 9.185199746320084829e-24
9.475000000000000000e+01 9.171452480759317821e-24
9.487500000000000000e+01 9.134006308982503268e-24
9.500000000000000000e+01 9.106438043833226257e-24
9.512500000000000000e+01 9.115058688523829816e-24
9.525000000000000000e+01 9.120946926072114335e-24
9.537500000000000000e+01 9.101258064981993166e-24
9.550000000000000000e+01 9.089136574782748303e-24
9.562500000000000000e+01 9.071925029036104395e-24
9.575000000000000000e+01 9.075298205001517227e-24
9.587500000000000000e+01 9.019489661609505941e-24
9.600000000000000000e+01 8.993298205111295040e-24
9.612500000000000000e+01 8.917057353164220101e-24
9.625000000000000000e+01 8.934717961375154154e-24
9.637500000000000000e+01 9.212824146467095760e-24
9.650000000000000000e+01 9.828215060224968354e-24
9.662500000000000000e+01 1.008313163460937687e-23
9.675000000000000000e+01 9.570686802290758146e-24
9.687500000000000000e+01 9.089784824477033084e-24
9.700000000000000000e+01 8.899935265463003133e-24
9.712500000000000000e+01 8.883250822028478659e-24
9.725000000000000000e+01 8.955222902324679323e-24
9.737500000000000000e+01 8.939998086504051752e-24
9.750000000000000000e+01 8.910254232993942912e-24
9.762500000000000000e+01 8.888759314728053391e-24
9.775000000000000000e+01 8.897426544332964846e-24
9.787500000000000000e+01 8.899250710719625490e-24
9.800000000000000000e+01 8.859139618594649927e-24
9.812500000000000000e+01 8.847995535415683535e-24
9.825000000000000000e+01 8.801619910028583979e-24
9.837500000000000000e+01 8.813478428436981417e-24
9.850000000000000000e+01 8.831246936084613377e-24
9.862500000000000000e+01 8.864165006497997604e-24
9.875000000000000000e+01 8.841867012642223074e-24
9.887500000000000000e+01 8.864581329524899892e-24
9.900000000000000000e+01 8.847272049843020289e-24
9.912500000000000000e+01 8.876707412628225098e-24
9.925000000000000000e+01 8.933050878620389191e-24
9.937500000000000000e+01 8.974486282138435563e-24
9.950000000000000000e+01 8.968796496220357583e-24
9.962500000000000000e+01 8.963579812408242984e-24
9.975000000000000000e+01 8.976395562784617123e-24
9.987500000000000000e+01 9.039112524129747590e-24
1.000000000000000000e+02 9.135737243195347304e-24
1.001250000000000000e+02 9.094836847997655064e-24
1.002500000000000000e+02 8.994826293910196316e-24
1.003750000000000000e+02 8.923339926203163991e-24
1.005000000000000000e+02 8.885244936939572944e-24
1.006250000000000000e+02 8.892773353483533061e-24
1.007500000000000000e+02 8.910874052035862306e-24
1.008750000000000000e+02 8.914506558373396662e-24
1.010000000000000000e+02 8.948964516922896816e-24
1.011250000000000000e+02 8.957686091757575338e-24
1.012500000000000000e+02 8.963887890824427438e-24
1.013750000000000000e+02 8.993774808730787557e-24
1.015000000000000000e+02 8.967621721644445222e-24
1.016250000000000000e+02 8.976004278095516745e-24
1.017500000000000000e+02 8.966501619483084751e-24
1.018750000000000000e+02 8.983918781984981382e-24
1.020000000000000000e+02 8.942830692443778421e-24
1.021250000000000000e+02 8.892733742275015366e-24
1.022500000000000000e+02 8.897407480541243286e-24
1.023750000000000000e+02 8.895291575228439386e-24
1.025000000000000000e+02 8.872124172359657618e-24
1.026250000000000000e+02 8.916491237489415659e-24
1.027500000000000000e+02 8.929850703299218315e-24
1.028750000000000000e+02 8.935162272615109259e-24
1.030000000000000000e+02 8.933654327602506768e-24
1.031250000000000000e+02 8.927152609230799203e-24
1.032500000000000000e+02 8.914643531927543032e-24
1.033750000000000000e+02 8.892996591901550029e-24
1.035000000000000000e+02 8.873644558502863810e-24
1.036250000000000000e+02 8.833831376913171884e-24
1.037500000000000000e+02 8.823606011726416753e-24
1.038750000000000000e+02 8.779795226276102050e-24
1.040000000000000000e+02 8.736584281412281575e-24
1.041250000000000000e+02 8.702148904197076023e-24
1.042500000000000000e+02 8.686703740970458940e-24
1.043750000000000000e+02 8.674012460354274699e-24
1.045000000000000000e+02 8.669148406340867476e-24
1.046250000000000000e+02 8.674551917635997881e-24
1.047500000000000000e+02 8.686152131415600310e-24
1.048750000000000000e+02 8.675639255368710804e-24
1.050000000000000000e+02 8.656295755887606845e-24
1.051250000000000000e+02 8.687857666756650886e-24
1.052500000000000000e+02 8.640394848402632314e-24
1.053750000000000000e+02 8.642226458398241666e-24
1.055000000000000000e+02 8.644033642302456071e-24
1.056250000000000000e+02 8.631968912422390448e-24
1.057500000000000000e+02 8.610153851984835563e-24
1.058750000000000000e+02 8.612899671155205882e-24
1.060000000000000000e+02 8.586825957055857832e-24
1.061250000000000000e+02 8.558549994278049421e-24
1.062500000000000000e+02 8.568066874778899526e-24
1.063750000000000000e+02 8.550026775864984078e-24
1.065000000000000000e+02 8.561772096806164680e-24
1.066250000000000000e+02 8.581810428277258101e-24
1.067500000000000000e+02 8.564220456814381242e-24
1.068750000000000000e+02 8.562724188256068617e-24
1.070000000000000000e+02 8.622230718721701524e-24
1.071250000000000000e+02 8.661760724900128639e-24
1.072500000000000000e+02 8.642533364074433417e-24
1.073750000000000000e+02 8.592512145304964371e-24
1.075000000000000000e+02 8.590399851381338874e-24
1.076250000000000000e+02 8.622738109922754017e-24
1.077500000000000000e+02 8.624081113659686351e-24
1.078750000000000000e+02 8.576541158363958136e-24
1.080000000000000000e+02 8.582716629532504587e-24
1.081250000000000000e+02 8.581232896366306451e-24
1.082500000000000000e+02 8.574271873534705103e-24
1.083750000000000000e+02 8.571159540837092635e-24
1.085000000000000000e+02 8.554008372629537532e-24
1.086250000000000000e+02 8.562719242264619725e-24
1.087500000000000000e+02 8.550085335357849689e-24
1.088750000000000000e+02 8.588959641843567365e-24
1.090000000000000000e+02 8.595923058580910497e-24
1.091250000000000000e+02 8.616679580043484673e-24
1.092500000000000000e+02 8.594078600448121543e-24
1.093750000000000000e+02 8.548092627795722185e-24
1.095000000000000000e+02 8.544816044542923042e-24
1.096250000000000000e+02 8.563551179058500890e-24
1.097500000000000000e+02 8.545229351307462730e-24
1.098750000000000000e+02 8.523749428099359103e-24
1.100000000000000000e+02 8.535217272788044266e-24
1.101250000000000000e+02 8.543428390676693735e-24
1.102500000000000000e+02 8.484351967315073670e-24
1.103750000000000000e+02 8.515978400972538014e-24
1.105000000000000000e+02 8.522679262766951183e-24
1.106250000000000000e+02 8.542908531561510429e-24
1.107500000000000000e+02 8.525992777580162094e-24
1.108750000000000000e+02 8.544637978316651088e-24
1.110000000000000000e+02 8.581692409469472416e-24
1.111250000000000000e+02 8.560974783285332033e-24
1.112500000000000000e+02 8.546890451665869868e-24
1.113750000000000000e+02 8.556203495695971797e-24
1.115000000000000000e+02 8.546864282658311304e-24
1.116250000000000000e+02 8.597985550313622183e-24
1.117500000000000000e+02 8.600581151718229234e-24
1.118750000000000000e+02 8.569655625366706531e-24
1.120000000000000000e+02 8.575323698454134909e-24
1.121250000000000000e+02 8.564001717830095894e-24
1.122500000000000000e+02 8.599902251196702432e-24
1.123750000000000000e+02 8.597814884579962545e-24
1.125000000000000000e+02 8.627815539300381537e-24
